position,score
3kr3/p2b1pp1/8/8/5bp1/1P1Bn3/P2K2PP/1R3R2 b - - 1 25,570
8/5k2/2Rb4/3N1p1r/8/8/6K1/8 w - - 2 75,-12
1r4k1/1q4pp/bp1PPp2/5p2/Pp3B1P/8/1P3PP1/3QR1K1 w - - 1 24,524
8/5p1p/p1p2p1k/2bb4/3N4/2P3P1/P4PP1/R3R1K1 w - - 1 25,643
r4r2/ppp2p1k/2nbbQ2/4p3/2B5/2PP4/P1P2PPP/R4RK1 w - - 1 16,610
2r1q1k1/1p2pp1p/p2p1bp1/P2P4/1P1B4/1B5P/2P2PP1/3Q1RK1 w - - 3 22,455
r5k1/1p3rpp/8/p3Rb2/2B5/8/PPP3PP/2K4R w - - 0 22,543
8/8/2k1R3/6p1/4K1n1/4B3/5P2/4r3 b - - 0 52,-6
r3kb1r/1p1n1pp1/p1p1pn1p/3p4/2P5/1PNPBNPb/1P2PP1P/2R2RK1 b kq - 1 12,615
3k3Q/5R2/1p6/1Pr5/8/3P4/8/1K6 b - - 8 48,-100000
5k2/pb3pp1/2N1p2p/8/8/4P1PP/5P2/5K2 b - - 3 39,435
5r1k/3nN3/p1rPN1Pp/1p2b3/6p1/P5P1/1P1R1P2/3R2K1 w - - 7 38,560
8/8/5kpp/2P5/1N2P3/p6P/6PK/8 w - - 1 43,359
5kbQ/4p1rB/p1p5/1p2P3/5P1P/2P5/4r3/7K b - - 2 43,363
2r3k1/4qpp1/7p/5P2/3Qb3/5N2/3K2PP/3R4 b - - 3 32,436
8/8/5k2/N7/6p1/8/6K1/8 w - - 1 69,-62
4r2k/N3bpp1/4p2p/3n4/2RP4/P5BP/1P3PP1/6K1 w - - 1 28,324
1krq4/1b3p1p/p2p2r1/1p1np3/3nP3/1P4NP/P2Q2B1/5R1K b - - 1 32,979
6R1/p2r2kp/2p5/1p6/3b1p2/4R3/P4KPP/8 b - - 1 35,500
3krr2/1b2Rp1p/p2p1qp1/2pP4/1pQ5/5N2/5PP1/3R2K1 b - - 1 27,596
8/5pkp/p1p1bp2/2b5/3N4/2P3P1/P4PP1/R3R1K1 w - - 1 25,797
r1b1k2r/pp3pbp/6p1/3B4/5n2/1PP2P2/3K2PP/R5NR b kq - 0 16,671
1k1r3r/pbp1npp1/1p6/P2q1P1p/2pN1BQ1/2P5/2B2nPP/R3R1K1 w - - 2 21,211
R5q1/1p1br1kp/2p3p1/1nN1P3/8/5N1P/1Q3PP1/6K1 w - - 7 29,851
1r1R3R/pk3p2/1n6/5N2/1p6/b2P2P1/P3PP1P/6K1 w - - 0 32,866
2bqk2r/2p2p2/p3p1p1/2Q1n1Pp/2p5/2N5/PPP2PP1/R3K1NR w KQk - 3 16,656
k7/pp4Pb/3r4/3q4/2P3P1/bP1B3P/P1Q5/1K1RB3 w - - 1 42,952
r4rk1/1pq1b1pp/p1p1bp2/4p3/4P3/P1NRB1P1/1nP1QPBP/2R3K1 b - - 1 19,231
6k1/1b3p1p/3q2p1/ppnNp3/8/P2PQ3/1P4PP/3N3K b - - 1 30,537
4rbk1/pp1n2pb/2p1rp1p/1P1pP3/3P1B2/P1q3PP/5P2/RQ2RBK1 b - - 1 24,710
1r3r1k/R5R1/7p/3P4/1pP1p3/1P1bN2P/5PP1/6K1 w - - 0 35,560
1r3r1k/6p1/2p1N2p/1p2p3/8/1BP1Q2P/3q2P1/4R1K1 w - - 1 32,624
8/p3kp2/1p2p3/5r1p/2r2p2/P1P1R2R/6PK/8 b - - 1 40,653
r4rk1/1pq1b1pp/p1p1bp2/4p3/N3P3/P2RB1P1/1nP1QPBP/3R2K1 b - - 1 19,430
6k1/pR3p2/2p3p1/3p2r1/3P4/8/2K5/8 b - - 1 33,466
3r4/4bkp1/4ppp1/3n4/1p2NP1P/1P3KP1/1P1R1B2/2R5 w - - 1 48,420
7k/pp6/6Qp/7P/3b2P1/2P2K2/PP6/8 w - - 3 58,660
r1bq3r/pp1k1pbp/2p2n2/3PP1Bp/2N5/2P3P1/PP3PB1/R2QK1N1 w Q - 0 16,574
r3kb1r/pb1n1ppp/4pn2/qBp1N1B1/Pp1PP3/5Q2/1P3PPP/RN2K2R w KQkq - 3 14,614
2k1r2r/p1b4q/P3p3/1p1p4/1PpN1n2/2P2RN1/6Q1/R5K1 b - - 1 34,952
4kn1r/2r2p2/p3pQ2/1p5B/2q5/8/PP3PPP/3RR1K1 w k - 5 29,99999
r2qkb1r/1bpp2pp/np6/p2Pp2n/2P1PpP1/P1N2P1N/1P5P/1RBQKB1R b Kkq g3 0 10,13
4r1k1/1p3pp1/p3n2p/2q5/1P5P/6K1/P5B1/8 b - - 0 39,998
8/1K6/2n5/p1Pk2pp/P4p1P/3N2P1/8/8 b - - 1 50,199
rQbqk2r/pp1n2bp/4p1p1/2p1P1B1/2P3n1/2N2N2/PP4PP/R3KB1R b KQkq - 3 13,420
6k1/p5p1/8/1p6/3p1K2/8/P2R2PP/1b6 w - - 1 36,349
3k4/pq5R/3p4/3P4/2PpB3/3P4/PP3r2/3K4 w - - 0 31,419
8/1p3p2/2p2k2/p4n2/2P4p/5b1K/P4P2/8 b - - 0 46,748
r5k1/2p5/1p1b2p1/5p2/8/2Qq4/1B4PP/1R3R1K w - - 3 29,99999
3r2k1/pp4pp/3b4/P1pn4/3pR1P1/7P/1PPB4/4R1K1 w - - 13 31,208
8/4kp1p/p3p1p1/1p2n3/3K2P1/PP3r1P/5P2/8 w - - 2 37,-639
rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,26
8/8/1b6/3K4/8/6k1/8/8 b - - 1 59,-59
8/5p2/2nk1Pp1/p2pR1Pr/2p3K1/2P5/P7/2N5 b - - 1 49,653
r3k3/pp3p1p/2bb4/2pB3Q/3n4/P1N1P3/R1PP1RpP/1N4K1 w q - 1 20,1426
r2R1rk1/ppn1p2p/2p3p1/6n1/2P5/2N3bq/PPQ1BB2/5RK1 b - - 1 22,99999
r1r3k1/6bp/1np1P1p1/1p3p2/nP2P3/PQ6/1B3PPP/3RRBK1 w - - 0 28,798
7r/pp1n2k1/2p2q2/P7/1PB1P3/2N2nPQ/5PK1/8 b - - 2 32,771
b1q3r1/4Qp1k/B2p2p1/n2P3p/4P3/1P3N1P/P2R1PPK/8 w - - 1 34,839
r4rk1/1bNn1pp1/p7/1p5Q/1b3P2/2n5/PPPB2PP/4RR1K w - - 1 19,619
2kr1qnr/1bpp2pp/pp2p3/1Nb1P3/2PNBB2/P5P1/1PQ4P/2KR4 b - - 2 17,157
2b2rk1/1pqn1pbp/2p1p1p1/3nP3/1PPPN3/3B1N2/6PP/B2Q1RK1 w - - 1 17,315
r2r4/pp3pk1/1n4p1/2n4p/4PP1P/q2B1Q2/4N3/3RK1R1 b - - 2 28,1016
3rr3/1k2bqp1/1nn5/1Np5/5B2/1P1P2PQ/P4P1P/6K1 b - - 1 26,829
8/3rqk2/2QRp2p/5Pp1/1P6/7P/1P4PK/8 w - - 0 43,651
8/1K6/8/4r3/8/5k2/8/8 w - - 6 72,-458
b4r1k/p3n1b1/1p1BQ2p/2q2p2/6p1/P2B1P2/1P4PP/R4R1K w - - 0 25,715
4r2k/6b1/7p/2B5/6n1/2P2qPp/2Q2P2/5RK1 b - - 7 40,99999
2R5/6kp/6p1/2p5/1p2P3/3Qq2P/P5PK/5r2 b - - 22 45,556
5r2/6pk/1Qp1p3/2P1P2p/1P1BbPpq/4P3/6R1/6K1 b - - 3 41,550
3b4/5r1k/3ppn1p/2p1p1pq/4P2N/2PP2PP/1P3PKN/1Q3R2 b - - 1 45,335
r4rk1/ppqbppbp/3p2p1/8/2P1P1PP/1N2nK2/PP1Q4/3R1B1R b - - 1 16,770
6k1/1p1n1pp1/6Np/8/3Pq3/4PN1P/r7/3Q2K1 b - - 3 34,727
5r1k/R5Rp/8/1r1P4/1pP1p3/1P1bN2P/5PP1/6K1 w - - 1 35,705
8/8/2k1pR2/6p1/4KPn1/4B3/8/4r3 b - - 0 52,647
3k4/7p/7R/3p2P1/3Pp2P/4P3/5PK1/1r6 w - - 5 49,505
8/8/3Bp3/4Pk1p/6pP/8/6P1/6K1 b - - 3 67,-291
4Qb2/3R1pk1/2N3p1/7p/7P/6PK/8/1r6 w - - 1 51,99998
6RQ/5k1r/8/5B2/5K2/8/8/8 w - - 1 66,4214
r5k1/b5p1/p1pBp1np/3nP3/P1N3R1/7P/2Qq1PP1/3R2K1 w - - 4 28,884
5q1k/p2r2pp/2R1r3/1p1p1p2/Q6P/1P3BP1/P2RPP2/6K1 w - - 0 25,490
8/6pp/p6k/4B3/8/1K5P/6r1/2Rr4 b - - 3 50,665
3R1rk1/6pp/4bp2/4p3/4P3/5P2/2r2BPP/3R2K1 b - - 1 24,-2
8/3N4/5kp1/5b1p/1P6/4KP2/r5P1/8 b - - 1 37,528
3R4/kP6/B6p/2KPp1p1/4P1b1/8/1r4PP/8 w - - 0 46,99999
8/R2n1pp1/P1N1k1p1/r5P1/8/8/5PK1/8 w - - 5 40,479
3r2k1/pb3ppp/1p2pn2/3PN3/3P2Q1/qP1B4/P4PPP/2r1R1K1 b - - 1 20,1135
r5k1/b5p1/p1pBp1np/4P1q1/P1N3R1/2n4P/2Q2PP1/3R2K1 w - - 4 28,596
5rk1/2R3pp/1p6/6P1/p2N3P/4K3/3n1p2/8 b - - 1 41,709
r7/1p3kpp/1R6/8/bN3B2/P1b4P/1P3PP1/6K1 w - - 0 27,610
r5k1/4p2p/2Pb1p2/3P1B1p/1r6/4BK1P/5P2/q2R4 b - - 0 36,1449
2r1k1r1/4b3/pq1pB1p1/3b3P/2n1PB2/pN4R1/K1P1Q3/1N1R4 w - - 1 29,701
2rN2k1/n4r1p/1p3pp1/p1p1N3/4n3/P2PPQP1/1P3P1P/3R1RK1 w - - 1 31,1185
1br2r1k/pp4pp/2R5/8/6p1/2B3N1/PP3PPP/5RK1 w - - 1 25,584
3kr3/p2b1pp1/8/8/4Bbp1/1P2n3/P2K2PP/1R5R b - - 1 25,531
5rk1/ppp1q1p1/8/5rP1/5NK1/3P4/PPPQ4/6R1 b - - 2 28,992
R7/1p3ppk/2p1p1b1/2q1P2p/2P4P/1P3rP1/4QP2/6K1 b - - 1 26,436
2b1k1r1/rp3p2/p1nQ1B1p/8/8/2N3P1/P1P1B2P/4K2R w K - 1 26,812
2r3k1/7p/ppNB1p2/3P2p1/8/2P2P1P/Pn3PK1/2R5 w - - 1 34,866
r4rk1/pppb1pbp/4p1p1/4q3/2B3P1/6N1/4QP1P/4R1K1 b - - 2 26,715
8/8/1Q2K2p/1P6/6p1/6P1/1P4kP/8 b - - 2 68,-519
3r2k1/2q2pp1/p1nNp2p/8/P4Q2/3n1NP1/1P3PP1/4RK2 b - - 9 28,592
8/6pk/7p/1p6/3PP3/1r2N2P/5PK1/5R2 w - - 2 43,451
8/6pk/1r5p/p2pp3/P3bP2/1Pq1P2P/2R2RPK/8 b - - 1 46,697
1k1r3r/pbp1npp1/1p1q4/P4P1p/2pN1BQ1/2Pn4/2B3PP/R3R1K1 w - - 2 21,-37
4Q3/2p3pk/1p1p3p/1Pr1qP2/6P1/7K/7P/8 b - - 6 49,770
4r1k1/q4pp1/7p/8/P1Q1R3/3r1N1P/1R3PPK/8 w - - 3 32,1198
3r1r1k/6p1/2p1N3/1p2p2p/8/1BP1Q2P/3q2P1/4R1K1 w - - 0 32,501
7k/3nN3/p2PN1Pp/1pr1b3/6p1/P5P1/1P1R1r2/3R2K1 w - - 0 38,548
2Q5/p5p1/5n1p/8/4k2P/6K1/P4PP1/8 w - - 4 49,674
r1bnk1r1/1p3p2/p2Q1B1p/8/8/2N3P1/P1P1B2P/4K2R w K - 1 26,99999
5rk1/6pp/1p6/5NP1/p6P/4K3/3n1p2/2R5 b - - 1 41,671
b6k/p3n1b1/1p1BQr1p/2q2pp1/8/P2B1P2/1P4PP/R4R1K w - - 3 25,355
7k/4q1b1/p2n2QP/1p4P1/5B2/8/P5B1/7K w - - 1 48,554
2b2kr1/ppp2r2/3pPp1p/3N1P1q/5Q2/1P6/P1P3PP/4RRK1 w - - 2 25,631
r4rk1/ppn1p2p/2p3p1/5Qn1/2P5/2N3bq/PP2BB2/3R1RK1 b - - 1 22,99999
5r2/PP4k1/6P1/4P3/2p2Nbp/5pP1/1P3K2/4R3 w - - 0 58,875
7k/4R3/6pb/4p3/B7/r4PP1/3p4/6K1 b - - 0 48,422
5r1k/pN5p/4QppP/8/1P1pP3/3P4/P1r2PqB/4K3 b - - 0 35,99998
4rbk1/pp4pp/8/P1pn4/3pR1P1/7P/1PPB4/4R1K1 w - - 13 31,464
6k1/pp3p1p/1B4p1/8/2R5/5P1P/PP3P2/3r1RK1 w - - 1 25,870
1qr2rk1/1b2bppp/p3pn2/1p2n3/1P1NN3/P5P1/1B2QP1P/1BRR2K1 b - - 1 21,139
5k2/1p2q2p/p1n2p2/5QpP/1P2B3/P5P1/5PK1/8 w - - 4 45,264
5k2/7R/p5p1/5p2/8/4pB2/5bK1/7r b - - 1 49,505
2r3k1/5ppp/4p3/p3q1b1/P5Q1/3r3P/5PP1/5R1K b - - 1 32,825
2r3k1/5ppp/4p3/p3q1b1/P1Q5/3r3P/5PP1/5RK1 b - - 1 32,1121
8/8/R2p2k1/5b1p/3P2p1/8/1r2RKP1/8 w - - 0 60,426
6k1/4qrp1/3Q3p/p4p2/R7/PPb3P1/4PP1P/3R2K1 w - - 1 29,775
8/8/k7/b7/r7/N6P/K4R2/8 b - - 5 56,-3
5rk1/BP5p/4b1p1/1B6/P2NPb2/6P1/1r5P/2R3K1 w - - 9 36,512
6k1/R6p/3p2p1/3P4/1Qq1r1P1/8/p7/K7 b - - 9 38,715
8/R7/p5NK/3p4/3P2kP/4r3/4b3/8 w - - 8 50,13
1r3bk1/pp4pp/8/P1pn4/3pR1P1/7P/1PPB4/4R1K1 w - - 13 31,236
8/4Q2n/p2N3k/4P1p1/5q1p/P6P/6P1/7K w - - 0 43,536
r5k1/4p2p/2Pb1p2/3P3p/1r4B1/4BK2/5P1P/q2R4 b - - 1 36,1517
6r1/3nk3/p2pn1P1/3Bp3/1PP5/5K2/P2B4/5R2 b - - 2 39,-19
1r3q1k/1ppR2b1/p3N2p/n3p3/4N1p1/2P1Q3/1P3PPP/6K1 w - - 4 27,597
1r2rk2/2R3p1/5p2/1p4P1/p2qBP1Q/3P4/4P1K1/7R w - - 0 33,99999
r1b1k2r/pB3pbp/6p1/8/5n2/1PP5/3K1PPP/R5NR b kq - 0 16,417
5k2/8/6p1/pq2Q2p/2p2K1P/2P5/P2P2P1/8 w - - 4 43,542
3r4/8/5kNp/p4ppq/Ppp1pP2/2n1P1P1/1QPr4/2R2RK1 b - f3 0 42,99999
r3r1k1/2p1qpbp/1p1p2p1/pP1P4/n1PN4/6P1/5PBP/1RQR2K1 b - - 1 22,181
r4rk1/pppb1pbp/4p1p1/1B2q3/4N1P1/8/4QP1P/4R1K1 b - - 2 26,925
r4rk1/pp2bppp/2n1p1B1/3n4/3P2b1/Nq3N2/1B2QPPP/RR4K1 b - - 3 19,323
r1b5/ppp2k1p/5rpQ/4q3/2PR4/2P5/P1P3PP/5RK1 b - - 3 21,290
2rq2k1/p2b2pp/Bp6/n2p4/Q2P2pb/2N1P1N1/PP3r1P/K2R3R b - - 7 21,628
3r3r/6kp/p3pb2/1Nn2pp1/2p5/P4B2/5PPP/1R1R2K1 b - - 0 27,481
1rb2q1k/p5p1/1p1b3p/n2P3P/4B3/3QBP2/P4K2/R5R1 w - - 1 28,289
r3k2r/1p4pp/p7/3pp1bP/2P1n3/1R6/PP2NP2/1R2K3 b kq - 0 22,428
8/4B3/4p3/4Pk1p/6pP/8/6PK/8 b - - 3 67,-325
2kr4/p7/1pP4r/5pRn/3R3Q/2K3q1/P4B2/8 w - - 1 43,487
5bk1/p1r2p1p/1p2pB2/n3P3/3P1qPP/8/P1r5/RQ2R1K1 b - - 1 27,728
3k4/pp1qp3/8/2PpQ1P1/6P1/4B3/PPP5/2K5 w - - 1 35,668
6k1/pp3p1p/1B4p1/8/2R5/5r1P/PP3P2/5RK1 w - - 0 25,680
1r6/1P3p1p/P2p2pk/8/8/2q1p1P1/1Q3P1P/1R4K1 w - - 2 30,683
1r2k1r1/1b1p1p1p/p1q1pp2/5P2/1p5P/2P5/2nR2P1/1R3B1K b - - 0 27,1112
k4b2/p6p/bpnN1pp1/2p2N2/P3PBK1/3r4/1P4PP/1R6 b - - 1 26,521
8/6B1/p2Kprk1/3bP2p/P6P/8/8/8 w - - 1 66,-14
2k1r2r/p1b4q/P3p3/1p1p4/1Pp2n2/2P3N1/2N3Q1/R4RK1 b - - 1 34,1144
2r3k1/5pp1/6b1/p3PNPp/3b1R2/2Pr1QN1/P5PK/R7 w - - 1 29,1217
2rq1rk1/1n4pp/p4p2/1P1Pp3/8/1PN1B1PP/5PB1/2R1b1K1 b - - 1 22,676
1rr5/5k1p/b3p2P/p2p1p2/8/P1q2RP1/5P2/R2Q2K1 w - - 2 32,226
8/8/7B/7K/4k3/8/8/r7 b - - 11 88,521
8/8/8/4pKN1/2P1Bp2/2k2P2/8/8 w - - 9 74,631
8/7p/R1bN4/2P3k1/2P5/2r5/P6P/6K1 w - - 3 36,451
6k1/1ppb4/p2pQp2/3P2P1/1P5p/P4r1P/7K/4Bq2 b - - 1 35,1317
r1bq3r/pppk1pbp/5n2/3PP1B1/2N4p/2P3P1/PP3PB1/R2QK1N1 w Q - 0 16,607
8/6p1/p3k1K1/1p4PP/8/P2R4/1P3r2/8 w - - 0 51,472
8/4pr1p/3R4/3k4/6P1/6K1/8/8 b - - 0 48,480
r3r1k1/1p3ppp/1q6/n1p2P2/p1PpbBPb/P4Q1B/1P5P/1R3RK1 b - - 1 22,838
3k4/5R2/1p6/1Pr5/5Q2/3P4/8/1K6 b - - 8 48,-517
7k/q5b1/5r2/PP2p2p/3p4/3B2PP/R3QP1K/8 w - - 0 43,642
4kn2/2r2p1r/p3pQ2/1pq4B/8/8/PP3PPP/3RR1K1 w - - 5 29,99999
2r1r1k1/pR1N1pp1/2pb4/3pN1np/3P4/4P1P1/P1q2PP1/5RK1 b - - 1 31,710
4r1k1/1pq2pp1/2p4p/p1b1p3/1QP1b3/PP4P1/1B2PP1P/3R2K1 b - - 1 22,806
r2q1rk1/pb2bppp/5B2/5P2/8/P1N2p2/1P4PP/R2Q1R1K b - - 0 24,775
8/1pR2p1k/1p4p1/4P3/4QPPq/8/rP6/6K1 b - - 1 31,330
8/kb1p4/pp6/8/3B4/2P4P/Q2n2P1/4R1K1 w - - 1 36,911
2r3k1/7p/ppNB1p2/3Pn1p1/8/2P2P1P/P4PK1/2R5 w - - 1 34,815
r1bqkb1r/pp1p2pn/5pP1/2p1p2p/1n2P2P/2N5/PPPPNP2/R1BQKB1R w KQkq - 1 9,403
5rk1/p4pp1/1q1Nn2p/2pBn2P/6Q1/2P3P1/5B2/1b4K1 b - - 1 35,1071
8/2p1q1k1/1p1p2p1/p5rp/8/1P1Q4/2P5/1KR5 b - - 8 48,517
8/4Kp1p/4p3/3RP3/3pkP2/8/6rP/8 b - - 0 55,481
2r1r1k1/1p3pp1/p2b3p/1b1B1P2/3Q2P1/2B1P2P/PP3q2/R2K2R1 b - - 8 23,418
r4rk1/3q3p/pp2bb2/4p3/P7/2N5/1PP1Q1PP/3R1RK1 w - - 2 22,238
5r1k/pbp2pb1/1p2p1pp/3rP3/4B3/6B1/P3qPPP/2R2RK1 b - - 1 21,911
6n1/2p4k/1p3p1p/4pPPP/p2b4/P2P4/1r1B1PR1/4K3 b - - 0 39,461
5k2/p4ppp/1p1rpb2/1R6/8/4B3/Pr3PPP/3R2K1 b - - 1 23,99999
1r3qk1/1ppR2b1/p3N3/n3p2p/4N1p1/2P1Q3/1P3PPP/6K1 w - - 0 27,621
4rbk1/pb3qpp/1p3p2/1Pp1P3/P1n2P2/2NQ2NP/1B4P1/2R3K1 b - - 2 33,322
2k1r2r/p1b4q/P3p3/1p1p4/1Pp2n2/2P3N1/4N1Q1/R4RK1 b - - 1 34,1048
6k1/7p/pprB1p2/3P2p1/2n5/2P2P1P/P4PK1/2R5 w - - 0 34,309
8/4k2p/7R/3p2P1/3Pp2P/4P3/5PK1/5r2 w - - 5 49,629
8/4k3/6pp/8/b4K1P/1p2p1P1/4B3/8 b - - 1 42,427
2q2r1k/p6p/8/2n3p1/1pQ2PP1/8/7P/1KR2R2 w - - 0 39,631
2R5/1p3p1k/1p4Q1/4P3/5PPq/8/rP6/6K1 b - - 0 31,560
3r2k1/p4pp1/2b4p/2P2q1n/1Q1B4/4P2N/5P2/3BK1R1 w - - 4 31,200
5r1k/pbp2pb1/1p2p1pp/3rP3/4BP2/6B1/P3q1PP/R4RK1 b - - 0 21,1053
6k1/1b3pp1/p3p2p/B2P4/Pp1b4/1P3P2/3r2PP/4RK2 b - - 1 35,431
8/8/R2p2k1/6pp/3P4/8/1rb1RKP1/8 w - - 8 60,412
8/p7/8/2p5/8/k6K/P1B3R1/6b1 w - - 1 82,367
7b/5k2/3ppn2/2p3B1/6QP/1P3R1K/4q1P1/8 w - - 8 41,1124
3r1bk1/ppn3pp/8/P1p5/3pR1P1/7P/1PPB4/4R1K1 w - - 13 31,227
6k1/1Q3p2/p1r2q1p/6p1/P7/5P2/6PP/2R2BK1 w - - 1 33,907
4k2r/1p2ppbp/2p1P1b1/p5Np/2P5/4B1PP/PP6/R4RK1 w - - 0 21,580
3krr2/1b2Rp1p/p2p1qp1/2pP4/1p6/3Q1N2/5PP1/3R2K1 b - - 1 27,596
r1b1k2r/Rp3pbp/6p1/3B4/5n2/1PP5/3K1PPP/6NR b kq - 0 16,738
1r6/pp6/nk1b3R/2p3B1/5PP1/7K/q7/8 w - - 0 52,-756
2r5/2P3kp/p2R4/3Pq3/1P1B1pp1/P2Q2P1/5PK1/4r3 w - - 0 44,874
1rqr2k1/1pp2pp1/p7/2NBR1P1/7Q/8/PPb2P2/3R2K1 w - - 1 34,431
8/p5pk/2Qp4/5n2/2P5/P1B1q1p1/1P6/6K1 w - - 2 40,-434
6kb/8/K2N2p1/1p6/1P2pB2/P1n4P/5PP1/8 w - - 1 38,455
2r3k1/Qbqpbppp/2n1pn2/1p4B1/3N4/6P1/PP2PPBP/2RR2K1 w - - 3 20,289
4r1k1/5p2/1B2b2p/pp1P2p1/1P6/PQ1p4/2r1N1PP/4R1K1 w - - 1 28,670
8/p4r1k/2Q5/7p/1P1BpPqP/4P1R1/P7/6K1 b - - 0 47,118
3r2k1/p1p3pp/2p5/1R6/6b1/2N5/PP3PPP/2K5 b - - 0 21,472
8/5k2/3P4/8/8/K5p1/8/8 b - - 1 58,486
6k1/3R1Np1/4p3/3n1p2/3P4/4p2P/2r5/4K3 b - - 1 41,392
r1bqk2r/pp1n2bp/3Qp1p1/2p1P1B1/2P3n1/2N2N2/PP2K1PP/R4B1R b kq - 3 13,-32
8/3k4/4p2p/p2rP3/5R2/5N1P/6PK/8 w - - 1 55,456
4k3/7p/8/8/2p4b/1p3K2/5p2/8 b - - 5 79,3998
6k1/p1p3p1/1p6/1P5p/P1P3PP/7K/7Q/7q b - - 13 42,521
2kr4/p5q1/1pP4r/5pRn/3R3Q/2K5/P4B2/8 w - - 1 43,454
3rrbk1/5ppp/2p4q/1p2p3/4P2Q/5RPP/2P2P2/1N4K1 b - - 1 29,756
1r5k/p2nrpp1/2p3p1/N2np3/8/1B1P3P/PPP2PP1/3RR1K1 w - - 3 20,477
5B2/8/4p3/4Pk1p/6pP/8/6PK/8 b - - 3 67,-339
6k1/6Rp/3p2p1/3P4/2q1r1P1/8/p2Q4/K7 b - - 9 38,319
3r2r1/pk2bp2/4p3/2p1P3/3n3p/N1B2pR1/PP3P1P/R3K3 b Q - 1 27,521
7r/p4kq1/1p1b1p2/2Pp1p1r/4bPpN/2P1P1Q1/PP1B1R1R/6K1 b - - 0 31,408
2rq2k1/p2b2pp/Bp6/n2p4/Q2PN1pb/2N1P3/PP3r1P/1K1R3R b - - 7 21,545
7k/p5pp/5pn1/8/P3P3/B4PQ1/1p4PP/2R3K1 w - - 1 33,99998
5bkr/pQ1rnN2/6p1/3Pp3/4P1q1/4B1P1/PPP2R1P/4R1K1 w - - 1 26,559
4kr2/8/5P2/4K3/8/8/8/8 b - - 0 69,521
r1b2rk1/pp2bppp/5n2/3pN2q/1P3B2/P2QP1P1/5P1P/R2R1BK1 b - - 9 25,-21
r4rk1/pp2bppp/2n1p3/3n4/3PB1b1/Nq3N2/1BQ2PPP/RR4K1 b - - 3 19,316
3r1q1k/p5p1/1p1bb2p/n2P3P/4B3/3QBP2/P4K2/R5R1 w - - 1 28,291
3q2k1/1r4p1/3Q3p/p4p2/R7/PPb3P1/4PP1P/3R2K1 w - - 1 29,925
8/8/p3kp2/1pP1b1p1/1PbB3p/P4P1P/2N3P1/4K3 w - - 19 44,84
rnr3k1/pp2bppp/4B3/q1p5/4P3/2P2N2/P3QPPP/1RB2RK1 w - - 1 15,720
8/8/6pp/4k3/6P1/5P2/8/5K2 b - - 2 68,3
rn1qk2r/pp3ppp/2p2n2/3p4/3P1P2/2N2N2/PP3PPP/R2bKB1R b KQkq - 1 10,726
7r/pp1n2k1/2p2q2/P2N4/1PB1P3/5nPQ/5P2/7K b - - 2 32,1011
5r1k/pp5p/n2p2q1/3Pp1b1/1P6/P5NP/1B3PK1/2R1Q3 b - - 5 34,227
Q7/3P4/1k6/1pr3P1/8/1P4q1/2P2n2/1KR5 w - - 3 56,1056
5k2/6R1/3p1P1N/2pP4/4r3/5rK1/8/8 w - - 0 38,477
2R2rk1/7r/3p2p1/p1pR4/P1P5/4P2q/7P/5NK1 b - - 3 38,99999
b4n1k/1r2p1b1/2p2rp1/q2nN1Np/1P1P1p1P/PQ1B4/4RPPB/4R1K1 w - - 11 32,497
r3kb1r/Bp1n1pp1/p1p1pn1p/3p4/2P5/1PNP1NPb/1P2PP1P/R4RK1 b kq - 1 12,751
8/3k2p1/p4pP1/1Q1b4/p2P4/8/5K2/8 b - - 0 40,531
8/5p2/2k1p2p/p1p5/5P2/2r1BKR1/r6P/8 b - - 1 34,564
6k1/5pp1/1Pp4p/2P5/3RPp1q/5P1P/2Q3P1/5nK1 w - - 0 39,287
1r6/pp6/nk1b3R/2p3B1/5PP1/7K/P7/5q2 w - - 1 52,-780
r5kq/p1p5/bp1p2PQ/3P1p2/5P2/P7/1P4PK/7R b - - 0 25,688
8/7p/6p1/p1R5/P3QPk1/2p3P1/8/7K b - - 7 51,-684
5r2/5p2/p3b1k1/8/2P2QP1/1r6/1P3P2/2KR4 w - - 1 32,787
2Nk3r/8/2Bp2q1/pP1P1b2/5n1p/P4R1p/3Qr1PK/6N1 b - - 3 38,99999
1r3rk1/p3qppp/3p4/2pP4/2P5/1P4P1/P3B2P/Q4R1K b - - 0 24,517
8/3n2p1/6kp/1R6/6P1/6K1/8/8 w - - 19 65,-6
8/4q1p1/1p3npk/2b1p1N1/3pPr1p/1B1P3P/5PP1/2RQ2K1 w - - 12 42,448
r1b4r/B3k1pp/1p3p2/b1n1p3/B7/P1P2N2/5PPP/3RK2R b K - 3 20,540
8/p3kp2/1p2p3/4Rr1p/2r2p2/P1P3R1/6PK/8 b - - 1 40,1107
8/8/2n5/pKPk2pp/P4p1P/3N2P1/8/8 b - - 1 50,184
8/p1r1kpp1/1p1R3p/3Bn3/P1P3PP/2P1P3/8/6K1 b - - 0 31,399
1k6/2R4R/p2p2p1/1p1P4/1P5p/P6P/3Kr1P1/8 w - - 5 54,948
8/R7/p5NK/3p4/3Pr2P/6k1/4b3/8 w - - 8 50,-10
